date,headline,description,content,url,source,published_at,sentiment,sentiment_score,positive_confidence,negative_confidence,neutral_confidence,stock_movement,volume,price_change,market_cap,company,query
2025-07-20,"NVIDIA reports record GPU sales, stock jumps 12%","NVIDIA reports record GPU sales, stock jumps 12% according to Financial Times analysis.","NVIDIA reports record GPU sales, stock jumps 12%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://financialtimes.com/article/56612,Financial Times,2025-07-20T13:23:51Z,positive,0.798050109221785,0.6413739645703674,0.14977759019379128,0.2088484452358412,flat,49255371,-0.13511261167694236,1710322239148.1663,JPMorgan Chase,META
2025-07-06,"NVIDIA reports record GPU sales, stock jumps 12%","NVIDIA reports record GPU sales, stock jumps 12% according to Barron's analysis.","NVIDIA reports record GPU sales, stock jumps 12%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://barron's.com/article/56629,Barron's,2025-07-06T13:23:51Z,positive,0.9159129153873184,0.6926464437984508,0.16285496420337955,0.14449859199816964,flat,19602995,0.10425018611290252,666745431491.425,Apple Inc.,AMZN
2025-07-10,IBM stock declines on cloud competition,IBM stock declines on cloud competition according to TheStreet analysis.,IBM stock declines on cloud competition. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/27600,TheStreet,2025-07-10T13:23:51Z,negative,0.34189321412609147,0.08673566737782716,0.7323993534965278,0.18086497912564495,down,4451345,-0.09697293977296177,1730122952086.0398,Salesforce Inc.,AMZN
2025-06-07,"Amazon revenue soars, stock hits all-time high","Amazon revenue soars, stock hits all-time high according to Investor's Business Daily analysis.","Amazon revenue soars, stock hits all-time high. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://investor'sbusinessdaily.com/article/57836,Investor's Business Daily,2025-06-07T13:23:51Z,positive,0.8593391099187571,0.6788539451824319,0.14524588410108152,0.17590017071648664,flat,40132518,-0.015532025367532648,1202450729099.8914,Netflix Inc.,AMZN
2025-07-06,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Motley Fool analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/73001,Motley Fool,2025-07-06T13:23:51Z,negative,0.3013187295867969,0.09114234807444752,0.7070490431072964,0.20180860881825616,down,14689610,0.14699418449675425,1320272589326.018,Bank of America,TSLA
2025-06-19,Intel stock rises on new chip technology,Intel stock rises on new chip technology according to Investor's Business Daily analysis.,Intel stock rises on new chip technology. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/40806,Investor's Business Daily,2025-06-19T13:23:51Z,positive,0.8370314401082336,0.792729099554207,0.09110457779919906,0.11616632264659399,flat,24237574,-0.031722529351276424,1354486861930.2651,Cisco Systems,TSLA
2025-05-18,Walmart opens new store locations,Walmart opens new store locations according to Barron's analysis.,Walmart opens new store locations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/53175,Barron's,2025-05-18T13:23:51Z,neutral,0.4877477391127734,0.26905930457297156,0.2945365029236771,0.4364041925033512,down,36941000,-0.02261065206291274,922483132459.0421,Bank of America,NFLX
2025-06-06,Oracle misses revenue expectations,Oracle misses revenue expectations according to Motley Fool analysis.,Oracle misses revenue expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/95365,Motley Fool,2025-06-06T13:23:51Z,negative,0.08097764283082477,0.06255317623934203,0.7566446800818152,0.18080214367884279,down,39882999,0.054793464687939414,417513217360.63983,Advanced Micro Devices,AMZN
2025-07-22,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to Seeking Alpha analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/32540,Seeking Alpha,2025-07-22T13:23:51Z,negative,0.12545391190292024,0.1688816939829138,0.7426633543966629,0.08845495162042324,down,12048541,0.031957760115160105,208356598920.44586,NVIDIA Corporation,MSFT
2025-05-23,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to CNBC analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/81062,CNBC,2025-05-23T13:23:51Z,positive,0.7206414251032631,0.7149107987463715,0.19222023087838513,0.09286897037524333,up,41537237,-0.06058749049592564,71094833088.41869,JPMorgan Chase,META
2025-06-21,JPMorgan Chase faces regulatory fines,JPMorgan Chase faces regulatory fines according to Reuters analysis.,JPMorgan Chase faces regulatory fines. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/15700,Reuters,2025-06-21T13:23:51Z,negative,0.24186862941018816,0.06671021452158411,0.710794827107219,0.22249495837119687,flat,47739632,-0.05190671302717821,885540136022.4067,Apple Inc.,NVDA
2025-07-27,"Netflix loses subscribers, stock crashes 25%","Netflix loses subscribers, stock crashes 25% according to Zacks analysis.","Netflix loses subscribers, stock crashes 25%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://zacks.com/article/99690,Zacks,2025-07-27T13:23:51Z,negative,0.261780985313486,0.13232806721774568,0.6780769480397595,0.18959498474249487,flat,45651722,-0.11203135904797228,1653456965623.252,NVIDIA Corporation,GOOGL
2025-07-12,Netflix announces content partnership,Netflix announces content partnership according to Investor's Business Daily analysis.,Netflix announces content partnership. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/15285,Investor's Business Daily,2025-07-12T13:23:51Z,neutral,0.5776382428112938,0.3308938413826382,0.17859024320652434,0.49051591541083744,up,26621947,-0.04926402494914914,7345422070.821918,Alphabet Inc.,AMZN
2025-07-11,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Zacks analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/19675,Zacks,2025-07-11T13:23:51Z,negative,0.14333620422789423,0.10506224027793995,0.7341993408749856,0.1607384188470744,down,44872136,-0.06104952869281828,319406791661.5675,Bank of America,META
2025-07-21,"Microsoft reports record profits, shares jump 8%","Microsoft reports record profits, shares jump 8% according to MarketWatch analysis.","Microsoft reports record profits, shares jump 8%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://marketwatch.com/article/94046,MarketWatch,2025-07-21T13:23:51Z,positive,0.8209948457135948,0.8335597037787582,0.06161201009303112,0.10482828612821077,up,15801310,-0.08068915861588216,94113304230.99664,JPMorgan Chase,GOOGL
2025-06-14,Intel unveils new processor line,Intel unveils new processor line according to Benzinga analysis.,Intel unveils new processor line. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/63790,Benzinga,2025-06-14T13:23:51Z,neutral,0.45302618483920215,0.292604836930238,0.23891656812303658,0.4684785949467254,flat,26425207,0.12028904881162913,1952989069625.5408,Intel Corporation,AAPL
2025-07-24,Goldman Sachs beats earnings estimates,Goldman Sachs beats earnings estimates according to MarketWatch analysis.,Goldman Sachs beats earnings estimates. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://marketwatch.com/article/58328,MarketWatch,2025-07-24T13:23:51Z,positive,0.8161508247506661,0.808851300112367,0.12186861293054542,0.06928008695708743,up,22587493,-0.08251498683688983,1755786503612.3545,IBM Corporation,NFLX
2025-06-17,Verizon stock gains on strong wireless growth,Verizon stock gains on strong wireless growth according to TheStreet analysis.,Verizon stock gains on strong wireless growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/11845,TheStreet,2025-06-17T13:23:51Z,positive,0.6670113954110141,0.6985608531040396,0.08367237778951993,0.2177667691064405,up,32851200,0.12337684555028641,808109464346.2147,Adobe Inc.,META
2025-07-12,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Investor's Business Daily analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/31699,Investor's Business Daily,2025-07-12T13:23:51Z,positive,0.6920193678076809,0.7154637757026809,0.1299036767885784,0.15463254750874075,flat,31929623,-0.086345885229938,1822559595479.9387,Tesla Inc.,NFLX
2025-06-14,Goldman Sachs beats earnings estimates,Goldman Sachs beats earnings estimates according to Yahoo Finance analysis.,Goldman Sachs beats earnings estimates. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/69263,Yahoo Finance,2025-06-14T13:23:51Z,positive,0.6571330106905658,0.7031698294871304,0.10822621289701717,0.18860395761585233,up,38382005,-0.08750191594198808,1049852135774.8613,Intel Corporation,AMZN
